No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,AnnualPrice,FurnishedNew
0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,32.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,47000000,Full
0,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,22.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,25200000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,33.0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,18,27000000,Non
2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,36.0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16,40000000,Full
1,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,37.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,14,45000000,Semi
2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,0,36.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,16,30000000,Non
3,2,Cipinang,Jakarta Timur,106.879075,-6.225031,1,64.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,100000000,Full
2,2,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,101.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,202000000,Full
3,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,160.0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,95000000,Full
2,1,Tebet,Jakarta Selatan,106.843171,-6.236462,1,55.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,100000000,Full
2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,62.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,75000000,Full
2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,35.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,61000000,Full
2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,84000000,Full
3,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,55000000,Full
2,1,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,80.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,291600000,Full
2,1,Cinere,Depok,106.78239,-6.317404,1,41.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,15,60000000,Full
3,2,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,147.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,240000000,Full
0,1,Serpong,Tangerang,106.682451,-6.293003,1,22.0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,16,36000000,Full
2,1,Serpong,Tangerang,106.6866,-6.294,1,32.2,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,16,42000000,Full
2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,0,88.0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,160000000,Non
2,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,58.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,176800000,Full
2,1,Kuningan,Jakarta Selatan,106.831123,-6.222417,0,70.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,108000000,Non
0,1,Ciputat,Tangerang,106.745504,-6.317627,1,21.0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,19,30000000,Full
1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,121400000,Full
0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,38.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,100000000,Full
2,1,Serpong,Tangerang,106.632866,-6.242534,0,39.75,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,12,45000000,Non
0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,31.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,72000000,Full
2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,76.0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,14,70000000,Non
2,1,Gajah Mada,Jakarta Barat,106.815297,-6.149237,1,40.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,17,55000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,41.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,54000000,Full
0,1,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,34.0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,20,72000000,Full
0,1,Kalimalang,Bekasi,107.0197,-6.2621,1,26.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,15,36000000,Full
2,2,Kebayoran Lama,Jakarta Selatan,106.789467,-6.232826,1,195.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,521400000,Full
1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,59.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,120000000,Full
3,2,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,110.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,20,195000000,Full
2,2,Epicentrum,Jakarta Selatan,106.8344,-6.2175,1,105.0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,16,216000000,Full
0,1,BSD City,Tangerang,106.652113,-6.3064,1,26.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,48000000,Full
2,2,Puri Indah,Jakarta Barat,106.736123,-6.186315,1,113.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,216000000,Full
1,1,Kuningan,Jakarta Selatan,106.8311,-6.2232,1,68.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,12,216000000,Full
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,36000000,Full
0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,30.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,45000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,60000000,Full
3,2,SCBD,Jakarta Selatan,106.81129,-6.225663,1,170.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,599400000,Full
1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,47.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,20,96000000,Full
2,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,96.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,216000000,Full
2,2,Kebon Jeruk,Jakarta Barat,106.767879,-6.190954,0,86.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,15,120000000,Non
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,16,25000000,Non
2,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,102.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,180100000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,21,42000000,Full
2,1,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,79.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,300000000,Full
3,3,Senayan,Jakarta Selatan,106.794123,-6.222613,1,169.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,286900000,Full
3,3,Kuningan,Jakarta Selatan,106.820139,-6.221259,1,155.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,445950000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,0,43.0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,11,45000000,Non
2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,76.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,18,85000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,35.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,42000000,Non
1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,5,55000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,50.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,8,75000000,Full
3,2,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,70.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,95000000,Full
0,1,Karang Tengah,Tangerang,106.723973,-6.195343,0,27.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,14,22000000,Non
2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,53.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,19,95000000,Full
0,1,Serpong,Tangerang,106.632866,-6.242534,0,25.0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,18,30000000,Non
2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,120.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,200000000,Full
0,1,Kalibata,Jakarta Selatan,106.855352,-6.255809,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,48000000,Full
3,3,Kemayoran,Jakarta Pusat,106.85069,-6.146146,1,165.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,200000000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,39.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,60000000,Full
2,1,Sudirman,Jakarta Pusat,106.818029,-6.205971,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,95000000,Full
2,3,TB Simatupang,Jakarta Selatan,106.8064,-6.2928,1,108.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,15,300000000,Full
0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,39.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,78000000,Full
3,3,Cilandak,Jakarta Selatan,106.812974,-6.278625,1,200.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,264000000,Full
1,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,23,50000000,Full
0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26.0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,12,50000000,Full
2,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,36.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,53000000,Full
0,1,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,28.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,58400000,Full
1,1,Kuningan,Jakarta Selatan,106.829196,-6.224797,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,156000000,Full
0,1,Mangga Besar,Jakarta Pusat,106.834047,-6.149718,1,25.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,43000000,Full
0,1,Alam Sutera,Tangerang,106.6575,-6.2384,1,35.0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,12,40000000,Full
0,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,22.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,42000000,Full
1,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,65000000,Full
2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,85.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,110000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,59000000,Full
2,1,Cikokol,Tangerang,106.63317,-6.194771,1,52.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,90000000,Full
2,1,Tebet,Jakarta Selatan,106.843171,-6.236462,1,56.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,99600000,Full
2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,70.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,204000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,58000000,Full
1,1,Ancol,Jakarta Utara,106.845853,-6.122102,1,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,55000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,78.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,135000000,Full
2,1,Kedoya,Jakarta Barat,106.757651,-6.186415,0,56.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,45000000,Non
3,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,0,125.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,147000000,Non
2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,21,42000000,Full
0,1,Bintaro,Jakarta Selatan,106.7428,-6.2735,1,33.0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,14,66000000,Full
1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,0,32.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,18,30000000,Non
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,48000000,Full
0,1,Serpong,Tangerang,106.650661,-6.224871,1,36.0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,17,40000000,Full
3,2,Pluit,Jakarta Utara,106.789408,-6.127298,1,88.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,110000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,50000000,Full
3,3,Semanggi,Jakarta Selatan,106.816386,-6.222272,1,184.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,300000000,Full
0,1,Ciputat,Tangerang,106.752698,-6.311949,1,21.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,30000000,Full
2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,80.0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,14,70000000,Non
1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,32.0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,17,45000000,Full
2,2,Pakubuwono,Jakarta Selatan,106.78608,-6.236956,1,153.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,555660000,Full
1,1,Permata Hijau,Jakarta Selatan,106.783318,-6.220183,1,68.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,110000000,Full
1,1,Kalibata,Jakarta Selatan,106.855352,-6.255809,1,28.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,54000000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,39.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,55000000,Full
1,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,37.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,14,45000000,Full
1,1,Alam Sutera,Tangerang,106.6575,-6.2384,1,45.0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,14,65000000,Full
1,1,Gajah Mada,Jakarta Barat,106.814697,-6.147543,0,41.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,45000000,Non
0,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,31.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,64950000,Full
2,1,Serpong,Tangerang,106.632866,-6.242534,0,39.0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,15,50000000,Non
1,1,Senopati,Jakarta Selatan,106.806005,-6.228974,1,76.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17,211680000,Full
1,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,102000000,Full
2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,35.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,45000000,Full
3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,107.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,200000000,Full
1,1,Casablanca,Jakarta Selatan,106.845273,-6.222923,1,82.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,140000000,Full
2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,0,32.0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,18,34000000,Semi
2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,40000000,Full
0,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,1,25.0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,19,30000000,Full
2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,0,112.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,140000000,Non
0,1,Kalimalang,Bekasi,107.0197,-6.2621,1,34.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,15,36000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,50.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,15,105000000,Full
2,2,Senopati,Jakarta Selatan,106.806005,-6.228974,1,170.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,437400000,Full
2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,0,53.0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,15,65000000,Non
2,2,Pluit,Jakarta Utara,106.779326,-6.107877,1,72.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,87000000,Full
2,1,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,90000000,Full
0,1,Daan Mogot,Jakarta Barat,106.6784,-6.1623,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,7,30000000,Non
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22,57500000,Full
0,1,Salemba,Jakarta Pusat,106.850444,-6.1973,1,23.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,55000000,Full
2,1,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,58.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,15,80000000,Full
1,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,38.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,90950000,Full
2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,240000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,20,54000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,36.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,52200000,Full
0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,21.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,30000000,Full
3,3,Senayan,Jakarta Selatan,106.794123,-6.222613,1,165.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,401000000,Full
3,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,115.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,259200000,Full
0,1,Margonda,Depok,106.8318,-6.3722,1,30.0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,16,45000000,Full
2,1,Pesanggrahan,Jakarta Selatan,106.748074,-6.237095,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,18,30000000,Full
2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,42.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,18,45000000,Semi
0,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,32.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,49450000,Full
2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,95.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,13,204000000,Full
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,41.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,84000000,Full
2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,38.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,60000000,Full
0,1,BSD City,Tangerang,106.6381,-6.3043,1,25.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,20,55000000,Full
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20,57950000,Full
1,1,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,56.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,120000000,Full
3,3,Kuningan,Jakarta Selatan,106.832913,-6.214428,1,167.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,453650000,Full
2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,38.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,90000000,Full
